study site,impact types,quadrat,trial,burrow size,latitude,longitude,beach width,distance to vegetation,day,month,year
North Island 1,P,T2,1,36,33.320001,-79.165113,19.76,9.37,26,September,2016
North Island 1,P,T2,1,40,33.320001,-79.165113,19.76,8.88,26,September,2016
North Island 1,P,T2,1,49,33.320001,-79.165113,19.76,9.2,26,September,2016
North Island 1,P,T2,1,42,33.320001,-79.165113,19.76,6.34,26,September,2016
North Island 1,P,T2,1,54,33.320001,-79.165113,19.76,7.36,26,September,2016
North Island 1,P,T2,1,46,33.320001,-79.165113,19.76,9.62,26,September,2016
North Island 1,P,T2,1,49,33.320001,-79.165113,19.76,6.33,26,September,2016
North Island 1,P,T2,1,34,33.320001,-79.165113,19.76,8.17,26,September,2016
North Island 1,P,T2,1,41,33.320001,-79.165113,19.76,7.91,26,September,2016
North Island 1,P,T2,1,47,33.320001,-79.165113,19.76,8.04,26,September,2016
North Island 1,P,T2,1,49,33.320001,-79.165113,19.76,9.73,26,September,2016
North Island 1,P,T2,1,57,33.320001,-79.165113,19.76,6.21,26,September,2016
North Island 1,P,T2,1,30,33.320001,-79.165113,19.76,9.52,26,September,2016
North Island 1,P,T2,1,46,33.320001,-79.165113,19.76,8.19,26,September,2016
North Island 1,P,T2,1,50,33.320001,-79.165113,19.76,5.93,26,September,2016
North Island 1,P,T2,1,41,33.320001,-79.165113,19.76,8.03,26,September,2016
North Island 1,P,T2,1,37,33.320001,-79.165113,19.76,8.92,26,September,2016
North Island 1,P,T2,1,38,33.320001,-79.165113,19.76,9.26,26,September,2016
North Island 1,P,T2,1,41,33.320001,-79.165113,19.76,8.26,26,September,2016
North Island 1,P,T2,1,53,33.320001,-79.165113,19.76,5.69,26,September,2016
North Island 1,P,T2,1,19,33.320001,-79.165113,19.76,9.58,26,September,2016
North Island 1,P,T2,1,32,33.320001,-79.165113,19.76,9.25,26,September,2016
North Island 1,P,T2,1,48,33.320001,-79.165113,19.76,7.43,26,September,2016
North Island 1,P,T2,1,17,33.320001,-79.165113,19.76,9.79,26,September,2016
North Island 1,P,T2,1,63,33.320001,-79.165113,19.76,5.56,26,September,2016
North Island 1,P,T2,1,48,33.320001,-79.165113,19.76,6.45,26,September,2016
North Island 1,P,T2,1,40,33.320001,-79.165113,19.76,7.31,26,September,2016
North Island 1,P,T2,1,22,33.320001,-79.165113,19.76,9.49,26,September,2016
North Island 1,P,T2,2,30,33.320001,-79.165113,19.76,7.26,26,September,2016
North Island 1,P,T2,2,28,33.320001,-79.165113,19.76,8.94,26,September,2016
North Island 1,P,T2,2,53,33.320001,-79.165113,19.76,6.36,26,September,2016
North Island 1,P,T2,2,34,33.320001,-79.165113,19.76,8.94,26,September,2016
North Island 1,P,T2,2,46,33.320001,-79.165113,19.76,7.37,26,September,2016
North Island 1,P,T2,2,48,33.320001,-79.165113,19.76,9.23,26,September,2016
North Island 1,P,T2,2,63,33.320001,-79.165113,19.76,5.48,26,September,2016
North Island 1,P,T2,2,41,33.320001,-79.165113,19.76,8.34,26,September,2016
North Island 1,P,T2,2,50,33.320001,-79.165113,19.76,5.05,26,September,2016
North Island 1,P,T2,2,47,33.320001,-79.165113,19.76,6.82,26,September,2016
North Island 1,P,T2,2,23,33.320001,-79.165113,19.76,9.37,26,September,2016
North Island 1,P,T2,2,51,33.320001,-79.165113,19.76,5.81,26,September,2016
North Island 1,P,T2,2,53,33.320001,-79.165113,19.76,6.05,26,September,2016
North Island 1,P,T2,2,29,33.320001,-79.165113,19.76,9.85,26,September,2016
North Island 1,P,T2,2,44,33.320001,-79.165113,19.76,7.71,26,September,2016
North Island 1,P,T2,2,30,33.320001,-79.165113,19.76,8.92,26,September,2016
North Island 1,P,T2,2,47,33.320001,-79.165113,19.76,9.26,26,September,2016
North Island 1,P,T2,2,32,33.320001,-79.165113,19.76,9.68,26,September,2016
North Island 1,P,T2,2,39,33.320001,-79.165113,19.76,9.23,26,September,2016
North Island 1,P,T2,2,46,33.320001,-79.165113,19.76,7.67,26,September,2016
North Island 1,P,T2,2,38,33.320001,-79.165113,19.76,9.39,26,September,2016
North Island 1,P,T2,2,44,33.320001,-79.165113,19.76,8.48,26,September,2016
North Island 1,P,T2,2,42,33.320001,-79.165113,19.76,7.77,26,September,2016
North Island 1,P,T2,2,38,33.320001,-79.165113,19.76,8.88,26,September,2016
North Island 1,P,T2,2,49,33.320001,-79.165113,19.76,7.36,26,September,2016
North Island 1,P,T2,2,56,33.320001,-79.165113,19.76,6.63,26,September,2016
North Island 1,P,T2,2,52,33.320001,-79.165113,19.76,6.13,26,September,2016
North Island 1,P,T2,2,41,33.320001,-79.165113,19.76,7.88,26,September,2016
North Island 1,P,T2,2,18,33.320001,-79.165113,19.76,9.55,26,September,2016
North Island 1,P,T2,2,51,33.320001,-79.165113,19.76,5.46,26,September,2016
North Island 1,P,T2,3,43,33.320001,-79.165113,19.76,6.23,26,September,2016
North Island 1,P,T2,3,19,33.320001,-79.165113,19.76,9.39,26,September,2016
North Island 1,P,T2,3,48,33.320001,-79.165113,19.76,7.42,26,September,2016
North Island 1,P,T2,3,34,33.320001,-79.165113,19.76,9.82,26,September,2016
North Island 1,P,T2,3,19,33.320001,-79.165113,19.76,9.36,26,September,2016
North Island 1,P,T2,3,51,33.320001,-79.165113,19.76,5.62,26,September,2016
North Island 1,P,T2,3,30,33.320001,-79.165113,19.76,9.21,26,September,2016
North Island 1,P,T2,3,45,33.320001,-79.165113,19.76,7.46,26,September,2016
North Island 1,P,T2,3,34,33.320001,-79.165113,19.76,8.35,26,September,2016
North Island 1,P,T2,3,42,33.320001,-79.165113,19.76,8.67,26,September,2016
North Island 1,P,T2,3,38,33.320001,-79.165113,19.76,9.28,26,September,2016
North Island 1,P,T2,3,42,33.320001,-79.165113,19.76,8.69,26,September,2016
North Island 1,P,T2,3,28,33.320001,-79.165113,19.76,8.21,26,September,2016
North Island 1,P,T2,3,39,33.320001,-79.165113,19.76,9.47,26,September,2016
North Island 1,P,T2,3,46,33.320001,-79.165113,19.76,6.73,26,September,2016
North Island 1,P,T2,3,40,33.320001,-79.165113,19.76,6.32,26,September,2016
North Island 1,P,T2,3,45,33.320001,-79.165113,19.76,7.46,26,September,2016
North Island 1,P,T2,3,48,33.320001,-79.165113,19.76,7.54,26,September,2016
North Island 1,P,T2,3,28,33.320001,-79.165113,19.76,9.86,26,September,2016
North Island 1,P,T2,3,19,33.320001,-79.165113,19.76,9.05,26,September,2016
North Island 1,P,T2,3,51,33.320001,-79.165113,19.76,5.67,26,September,2016
North Island 1,P,T2,3,49,33.320001,-79.165113,19.76,7.49,26,September,2016
North Island 1,P,T2,3,22,33.320001,-79.165113,19.76,8.26,26,September,2016
North Island 1,P,T2,3,41,33.320001,-79.165113,19.76,9.31,26,September,2016
North Island 1,P,T2,3,46,33.320001,-79.165113,19.76,8.65,26,September,2016
North Island 1,P,T2,3,56,33.320001,-79.165113,19.76,5.23,26,September,2016
North Island 1,P,T2,3,57,33.320001,-79.165113,19.76,6.69,26,September,2016
North Island 1,P,T2,3,51,33.320001,-79.165113,19.76,5.39,26,September,2016
North Island 1,P,T2,3,48,33.320001,-79.165113,19.76,7.46,26,September,2016
North Island 1,P,T2,3,54,33.320001,-79.165113,19.76,7.73,26,September,2016
North Island 1,P,T2,3,41,33.320001,-79.165113,19.76,8.85,26,September,2016
North Island 1,P,T2,3,52,33.320001,-79.165113,19.76,6.34,26,September,2016
North Island 1,P,T2,3,37,33.320001,-79.165113,19.76,8.68,26,September,2016
North Island 1,P,T2,3,52,33.320001,-79.165113,19.76,6.14,26,September,2016
North Island 1,P,T2,3,41,33.320001,-79.165113,19.76,8.82,26,September,2016
North Island 1,P,T2,3,24,33.320001,-79.165113,19.76,9.07,26,September,2016
North Island 1,P,T2,3,45,33.320001,-79.165113,19.76,8.49,26,September,2016
North Island 1,P,T2,3,41,33.320001,-79.165113,19.76,8.29,26,September,2016
North Island 1,P,T2,3,28,33.320001,-79.165113,19.76,9.38,26,September,2016
North Island 1,P,T2,3,37,33.320001,-79.165113,19.76,8.47,26,September,2016
North Island 1,P,T2,3,50,33.320001,-79.165113,19.76,5.87,26,September,2016
North Island 1,P,T2,3,41,33.320001,-79.165113,19.76,7.39,26,September,2016
North Island 1,P,T2,3,47,33.320001,-79.165113,19.76,7.63,26,September,2016
North Island 1,P,T2,3,46,33.320001,-79.165113,19.76,6.24,26,September,2016
North Island 1,P,T2,3,40,33.320001,-79.165113,19.76,7.44,26,September,2016
North Island 1,P,T2,3,41,33.320001,-79.165113,19.76,8.32,26,September,2016
North Island 1,P,T2,3,46,33.320001,-79.165113,19.76,6.84,26,September,2016
North Island 1,P,T2,3,19,33.320001,-79.165113,19.76,9.41,26,September,2016
North Island 1,P,T2,3,55,33.320001,-79.165113,19.76,6.79,26,September,2016
North Island 1,P,T2,3,49,33.320001,-79.165113,19.76,9.57,26,September,2016
North Island 1,P,T2,3,29,33.320001,-79.165113,19.76,6.41,26,September,2016
North Island 1,P,T2,3,40,33.320001,-79.165113,19.76,8.47,26,September,2016
North Island 1,P,T2,3,33,33.320001,-79.165113,19.76,7.35,26,September,2016
North Island 1,P,T2,3,49,33.320001,-79.165113,19.76,9.47,26,September,2016
North Island 1,P,T2,3,47,33.320001,-79.165113,19.76,7.53,26,September,2016
North Island 1,P,T2,3,59,33.320001,-79.165113,19.76,8.82,26,September,2016
North Island 1,P,T2,3,38,33.320001,-79.165113,19.76,9.65,26,September,2016
North Island 1,P,T2,3,18,33.320001,-79.165113,19.76,8.26,26,September,2016
North Island 1,P,T2,3,40,33.320001,-79.165113,19.76,8.67,26,September,2016
North Island 1,P,T2,3,52,33.320001,-79.165113,19.76,5.23,26,September,2016
North Island 1,P,T2,3,50,33.320001,-79.165113,19.76,7.34,26,September,2016
North Island 1,P,T2,3,51,33.320001,-79.165113,19.76,5.14,26,September,2016
North Island 1,P,T2,3,38,33.320001,-79.165113,19.76,5.84,26,September,2016
North Island 1,P,T2,3,39,33.320001,-79.165113,19.76,8.52,26,September,2016
North Island 1,P,T2,3,51,33.320001,-79.165113,19.76,5.92,26,September,2016
North Island 1,P,T2,3,42,33.320001,-79.165113,19.76,5.12,26,September,2016
North Island 1,P,T2,3,57,33.320001,-79.165113,19.76,6.58,26,September,2016
North Island 1,P,T2,3,51,33.320001,-79.165113,19.76,5.26,26,September,2016
North Island 1,P,T2,3,34,33.320001,-79.165113,19.76,8.35,26,September,2016
North Island 1,P,T2,3,49,33.320001,-79.165113,19.76,7.84,26,September,2016
North Island 1,P,T2,3,55,33.320001,-79.165113,19.76,6.14,26,September,2016
North Island 1,P,T2,3,23,33.320001,-79.165113,19.76,9.58,26,September,2016
North Island 1,P,T2,3,41,33.320001,-79.165113,19.76,7.63,26,September,2016
North Island 1,P,T3,1,58,33.320001,-79.165113,19.76,13.57,26,September,2016
North Island 1,P,T3,1,49,33.320001,-79.165113,19.76,12.41,26,September,2016
North Island 1,P,T3,1,37,33.320001,-79.165113,19.76,13.21,26,September,2016
North Island 1,P,T3,1,49,33.320001,-79.165113,19.76,14.61,26,September,2016
North Island 1,P,T3,1,58,33.320001,-79.165113,19.76,11.89,26,September,2016
North Island 1,P,T3,1,29,33.320001,-79.165113,19.76,11.23,26,September,2016
North Island 1,P,T3,1,46,33.320001,-79.165113,19.76,12.58,26,September,2016
North Island 1,P,T3,1,37,33.320001,-79.165113,19.76,14.27,26,September,2016
North Island 1,P,T3,1,49,33.320001,-79.165113,19.76,13.54,26,September,2016
North Island 1,P,T3,1,50,33.320001,-79.165113,19.76,10.84,26,September,2016
North Island 1,P,T3,1,44,33.320001,-79.165113,19.76,11.95,26,September,2016
North Island 1,P,T3,1,18,33.320001,-79.165113,19.76,14.25,26,September,2016
North Island 1,P,T3,1,37,33.320001,-79.165113,19.76,13.39,26,September,2016
North Island 1,P,T3,1,42,33.320001,-79.165113,19.76,11.23,26,September,2016
North Island 1,P,T3,1,54,33.320001,-79.165113,19.76,10.79,26,September,2016
North Island 1,P,T3,1,20,33.320001,-79.165113,19.76,14.52,26,September,2016
North Island 1,P,T3,1,34,33.320001,-79.165113,19.76,13.61,26,September,2016
North Island 1,P,T3,1,50,33.320001,-79.165113,19.76,11.83,26,September,2016
North Island 1,P,T3,1,53,33.320001,-79.165113,19.76,10.86,26,September,2016
North Island 1,P,T3,1,17,33.320001,-79.165113,19.76,14.82,26,September,2016
North Island 1,P,T3,1,49,33.320001,-79.165113,19.76,13.41,26,September,2016
North Island 1,P,T3,1,52,33.320001,-79.165113,19.76,12.34,26,September,2016
North Island 1,P,T3,1,69,33.320001,-79.165113,19.76,10.41,26,September,2016
North Island 1,P,T3,1,58,33.320001,-79.165113,19.76,11.67,26,September,2016
North Island 1,P,T3,1,26,33.320001,-79.165113,19.76,14.01,26,September,2016
North Island 1,P,T3,1,54,33.320001,-79.165113,19.76,11.67,26,September,2016
North Island 1,P,T3,1,51,33.320001,-79.165113,19.76,11.38,26,September,2016
North Island 1,P,T3,1,40,33.320001,-79.165113,19.76,14.62,26,September,2016
North Island 1,P,T3,1,26,33.320001,-79.165113,19.76,14.82,26,September,2016
North Island 1,P,T3,1,34,33.320001,-79.165113,19.76,13.26,26,September,2016
North Island 1,P,T3,1,44,33.320001,-79.165113,19.76,12.47,26,September,2016
North Island 1,P,T3,1,59,33.320001,-79.165113,19.76,10.98,26,September,2016
North Island 1,P,T3,1,53,33.320001,-79.165113,19.76,11.42,26,September,2016
North Island 1,P,T3,1,46,33.320001,-79.165113,19.76,12.71,26,September,2016
North Island 1,P,T3,1,46,33.320001,-79.165113,19.76,13.29,26,September,2016
North Island 1,P,T3,1,36,33.320001,-79.165113,19.76,14.41,26,September,2016
North Island 1,P,T3,2,39,33.320001,-79.165113,19.76,13.8,26,September,2016
North Island 1,P,T3,2,44,33.320001,-79.165113,19.76,12.41,26,September,2016
North Island 1,P,T3,2,47,33.320001,-79.165113,19.76,13.59,26,September,2016
North Island 1,P,T3,2,38,33.320001,-79.165113,19.76,12.16,26,September,2016
North Island 1,P,T3,2,54,33.320001,-79.165113,19.76,11.24,26,September,2016
North Island 1,P,T3,2,42,33.320001,-79.165113,19.76,14.21,26,September,2016
North Island 1,P,T3,2,46,33.320001,-79.165113,19.76,12.46,26,September,2016
North Island 1,P,T3,2,57,33.320001,-79.165113,19.76,10.97,26,September,2016
North Island 1,P,T3,2,34,33.320001,-79.165113,19.76,14.24,26,September,2016
North Island 1,P,T3,2,48,33.320001,-79.165113,19.76,14.81,26,September,2016
North Island 1,P,T3,2,41,33.320001,-79.165113,19.76,12.39,26,September,2016
North Island 1,P,T3,2,18,33.320001,-79.165113,19.76,14.06,26,September,2016
North Island 1,P,T3,2,41,33.320001,-79.165113,19.76,13.82,26,September,2016
North Island 1,P,T3,2,37,33.320001,-79.165113,19.76,14.66,26,September,2016
North Island 1,P,T3,2,40,33.320001,-79.165113,19.76,13.89,26,September,2016
North Island 1,P,T3,2,36,33.320001,-79.165113,19.76,13.56,26,September,2016
North Island 1,P,T3,2,37,33.320001,-79.165113,19.76,14.08,26,September,2016
North Island 1,P,T3,2,46,33.320001,-79.165113,19.76,11.24,26,September,2016
North Island 1,P,T3,2,37,33.320001,-79.165113,19.76,14.87,26,September,2016
North Island 1,P,T3,2,47,33.320001,-79.165113,19.76,12.34,26,September,2016
North Island 1,P,T3,2,51,33.320001,-79.165113,19.76,12.72,26,September,2016
North Island 1,P,T3,2,47,33.320001,-79.165113,19.76,13.26,26,September,2016
North Island 1,P,T3,2,36,33.320001,-79.165113,19.76,13.62,26,September,2016
North Island 1,P,T3,2,52,33.320001,-79.165113,19.76,11.38,26,September,2016
North Island 1,P,T3,2,47,33.320001,-79.165113,19.76,12.13,26,September,2016
North Island 1,P,T3,2,29,33.320001,-79.165113,19.76,14.32,26,September,2016
North Island 1,P,T3,2,57,33.320001,-79.165113,19.76,10.74,26,September,2016
North Island 1,P,T3,2,38,33.320001,-79.165113,19.76,13.78,26,September,2016
North Island 1,P,T3,2,26,33.320001,-79.165113,19.76,14.28,26,September,2016
North Island 1,P,T3,2,37,33.320001,-79.165113,19.76,13.51,26,September,2016
North Island 1,P,T3,2,53,33.320001,-79.165113,19.76,11.13,26,September,2016
North Island 1,P,T3,2,42,33.320001,-79.165113,19.76,14.17,26,September,2016
North Island 1,P,T3,2,39,33.320001,-79.165113,19.76,13.37,26,September,2016
North Island 1,P,T3,2,45,33.320001,-79.165113,19.76,10.85,26,September,2016
North Island 1,P,T3,2,52,33.320001,-79.165113,19.76,11.54,26,September,2016
North Island 1,P,T3,2,54,33.320001,-79.165113,19.76,10.85,26,September,2016
North Island 1,P,T3,2,38,33.320001,-79.165113,19.76,13.78,26,September,2016
North Island 1,P,T3,2,26,33.320001,-79.165113,19.76,14.29,26,September,2016
North Island 1,P,T3,2,32,33.320001,-79.165113,19.76,14.67,26,September,2016
North Island 1,P,T3,2,41,33.320001,-79.165113,19.76,13.91,26,September,2016
North Island 1,P,T3,2,48,33.320001,-79.165113,19.76,14.23,26,September,2016
North Island 1,P,T3,2,40,33.320001,-79.165113,19.76,11.21,26,September,2016
North Island 1,P,T3,2,17,33.320001,-79.165113,19.76,12.57,26,September,2016
North Island 1,P,T3,2,38,33.320001,-79.165113,19.76,12.62,26,September,2016
North Island 1,P,T3,3,47,33.320001,-79.165113,19.76,14.56,26,September,2016
North Island 1,P,T3,3,41,33.320001,-79.165113,19.76,13.82,26,September,2016
North Island 1,P,T3,3,31,33.320001,-79.165113,19.76,14.75,26,September,2016
North Island 1,P,T3,3,52,33.320001,-79.165113,19.76,10.82,26,September,2016
North Island 1,P,T3,3,23,33.320001,-79.165113,19.76,14.76,26,September,2016
North Island 1,P,T3,3,52,33.320001,-79.165113,19.76,10.47,26,September,2016
North Island 1,P,T3,3,36,33.320001,-79.165113,19.76,11.24,26,September,2016
North Island 1,P,T3,3,44,33.320001,-79.165113,19.76,12.57,26,September,2016
North Island 1,P,T3,3,40,33.320001,-79.165113,19.76,10.56,26,September,2016
North Island 1,P,T3,3,45,33.320001,-79.165113,19.76,14.81,26,September,2016
North Island 1,P,T3,3,39,33.320001,-79.165113,19.76,12.63,26,September,2016
North Island 1,P,T3,3,38,33.320001,-79.165113,19.76,11.68,26,September,2016
North Island 1,P,T3,3,40,33.320001,-79.165113,19.76,10.59,26,September,2016
North Island 1,P,T3,3,51,33.320001,-79.165113,19.76,12.34,26,September,2016
North Island 1,P,T3,3,46,33.320001,-79.165113,19.76,13.52,26,September,2016
North Island 1,P,T3,3,39,33.320001,-79.165113,19.76,12.38,26,September,2016
North Island 1,P,T3,3,57,33.320001,-79.165113,19.76,10.47,26,September,2016
North Island 1,P,T3,3,54,33.320001,-79.165113,19.76,11.35,26,September,2016
North Island 1,P,T3,3,41,33.320001,-79.165113,19.76,10.84,26,September,2016
North Island 1,P,T3,3,38,33.320001,-79.165113,19.76,14.67,26,September,2016
North Island 1,P,T3,3,55,33.320001,-79.165113,19.76,10.52,26,September,2016
North Island 1,P,T3,3,57,33.320001,-79.165113,19.76,12.46,26,September,2016
North Island 1,P,T3,3,36,33.320001,-79.165113,19.76,11.59,26,September,2016
North Island 1,P,T3,3,35,33.320001,-79.165113,19.76,13.42,26,September,2016
North Island 1,P,T3,3,46,33.320001,-79.165113,19.76,11.84,26,September,2016
North Island 1,P,T3,3,55,33.320001,-79.165113,19.76,10.23,26,September,2016
North Island 1,P,T3,3,54,33.320001,-79.165113,19.76,10.14,26,September,2016
North Island 1,P,T3,3,38,33.320001,-79.165113,19.76,14.38,26,September,2016
North Island 1,P,T4,1,21,33.320001,-79.165113,19.76,16.49,26,September,2016
North Island 1,P,T4,1,26,33.320001,-79.165113,19.76,18.52,26,September,2016
North Island 1,P,T4,1,37,33.320001,-79.165113,19.76,15.68,26,September,2016
North Island 1,P,T4,1,29,33.320001,-79.165113,19.76,18.32,26,September,2016
North Island 1,P,T4,1,37,33.320001,-79.165113,19.76,19.16,26,September,2016
North Island 1,P,T4,1,47,33.320001,-79.165113,19.76,17.45,26,September,2016
North Island 1,P,T4,1,38,33.320001,-79.165113,19.76,16.42,26,September,2016
North Island 1,P,T4,1,46,33.320001,-79.165113,19.76,15.41,26,September,2016
North Island 1,P,T4,1,17,33.320001,-79.165113,19.76,19.51,26,September,2016
North Island 1,P,T4,1,40,33.320001,-79.165113,19.76,18.21,26,September,2016
North Island 1,P,T4,1,40,33.320001,-79.165113,19.76,17.12,26,September,2016
North Island 1,P,T4,1,28,33.320001,-79.165113,19.76,18.32,26,September,2016
North Island 1,P,T4,1,19,33.320001,-79.165113,19.76,19.36,26,September,2016
North Island 1,P,T4,1,27,33.320001,-79.165113,19.76,18.68,26,September,2016
North Island 1,P,T4,1,40,33.320001,-79.165113,19.76,16.92,26,September,2016
North Island 1,P,T4,1,26,33.320001,-79.165113,19.76,19.38,26,September,2016
North Island 1,P,T4,1,32,33.320001,-79.165113,19.76,18.23,26,September,2016
North Island 1,P,T4,1,19,33.320001,-79.165113,19.76,17.56,26,September,2016
North Island 1,P,T4,1,38,33.320001,-79.165113,19.76,18.82,26,September,2016
North Island 1,P,T4,1,30,33.320001,-79.165113,19.76,17.81,26,September,2016
North Island 1,P,T4,1,31,33.320001,-79.165113,19.76,19.28,26,September,2016
North Island 1,P,T4,1,30,33.320001,-79.165113,19.76,18.26,26,September,2016
North Island 1,P,T4,1,23,33.320001,-79.165113,19.76,15.47,26,September,2016
North Island 1,P,T4,1,30,33.320001,-79.165113,19.76,15.87,26,September,2016
North Island 1,P,T4,1,28,33.320001,-79.165113,19.76,16.69,26,September,2016
North Island 1,P,T4,1,28,33.320001,-79.165113,19.76,18.51,26,September,2016
North Island 1,P,T4,1,21,33.320001,-79.165113,19.76,15.91,26,September,2016
North Island 1,P,T4,1,38,33.320001,-79.165113,19.76,15.38,26,September,2016
North Island 1,P,T4,1,36,33.320001,-79.165113,19.76,19.21,26,September,2016
North Island 1,P,T4,1,28,33.320001,-79.165113,19.76,18.52,26,September,2016
North Island 1,P,T4,1,21,33.320001,-79.165113,19.76,16.24,26,September,2016
North Island 1,P,T4,1,26,33.320001,-79.165113,19.76,17.28,26,September,2016
North Island 1,P,T4,1,23,33.320001,-79.165113,19.76,18.26,26,September,2016
North Island 1,P,T4,1,24,33.320001,-79.165113,19.76,16.47,26,September,2016
North Island 1,P,T4,1,22,33.320001,-79.165113,19.76,19.12,26,September,2016
North Island 1,P,T4,1,39,33.320001,-79.165113,19.76,15.39,26,September,2016
North Island 1,P,T4,1,44,33.320001,-79.165113,19.76,16.28,26,September,2016
North Island 1,P,T4,1,30,33.320001,-79.165113,19.76,17.45,26,September,2016
North Island 1,P,T4,1,46,33.320001,-79.165113,19.76,15.26,26,September,2016
North Island 1,P,T4,1,45,33.320001,-79.165113,19.76,15.38,26,September,2016
North Island 1,P,T4,1,26,33.320001,-79.165113,19.76,18.49,26,September,2016
North Island 1,P,T4,1,22,33.320001,-79.165113,19.76,19.14,26,September,2016
North Island 1,P,T4,1,34,33.320001,-79.165113,19.76,17.24,26,September,2016
North Island 1,P,T4,1,44,33.320001,-79.165113,19.76,16.23,26,September,2016
North Island 1,P,T4,1,29,33.320001,-79.165113,19.76,25.34,26,September,2016
North Island 1,P,T4,1,39,33.320001,-79.165113,19.76,17.71,26,September,2016
North Island 1,P,T4,1,52,33.320001,-79.165113,19.76,15.11,26,September,2016
North Island 1,P,T4,1,29,33.320001,-79.165113,19.76,18.83,26,September,2016
North Island 1,P,T4,1,44,33.320001,-79.165113,19.76,16.41,26,September,2016
North Island 1,P,T4,1,28,33.320001,-79.165113,19.76,18.34,26,September,2016
North Island 1,P,T4,1,44,33.320001,-79.165113,19.76,16.74,26,September,2016
North Island 1,P,T4,2,54,33.320001,-79.165113,19.76,15.38,26,September,2016
North Island 1,P,T4,2,36,33.320001,-79.165113,19.76,18.84,26,September,2016
North Island 1,P,T4,2,16,33.320001,-79.165113,19.76,19.32,26,September,2016
North Island 1,P,T4,2,30,33.320001,-79.165113,19.76,19.26,26,September,2016
North Island 1,P,T4,2,20,33.320001,-79.165113,19.76,19.08,26,September,2016
North Island 1,P,T4,2,21,33.320001,-79.165113,19.76,19.21,26,September,2016
North Island 1,P,T4,2,26,33.320001,-79.165113,19.76,18.67,26,September,2016
North Island 1,P,T4,2,28,33.320001,-79.165113,19.76,18.92,26,September,2016
North Island 1,P,T4,2,28,33.320001,-79.165113,19.76,19.31,26,September,2016
North Island 1,P,T4,2,16,33.320001,-79.165113,19.76,18.27,26,September,2016
North Island 1,P,T4,2,29,33.320001,-79.165113,19.76,15.64,26,September,2016
North Island 1,P,T4,2,27,33.320001,-79.165113,19.76,16.38,26,September,2016
North Island 1,P,T4,2,29,33.320001,-79.165113,19.76,15.32,26,September,2016
North Island 1,P,T4,2,40,33.320001,-79.165113,19.76,16.38,26,September,2016
North Island 1,P,T4,2,23,33.320001,-79.165113,19.76,19.32,26,September,2016
North Island 1,P,T4,2,34,33.320001,-79.165113,19.76,18.63,26,September,2016
North Island 1,P,T4,2,19,33.320001,-79.165113,19.76,18.96,26,September,2016
North Island 1,P,T4,2,38,33.320001,-79.165113,19.76,15.31,26,September,2016
North Island 1,P,T4,2,30,33.320001,-79.165113,19.76,15.58,26,September,2016
North Island 1,P,T4,2,29,33.320001,-79.165113,19.76,17.89,26,September,2016
North Island 1,P,T4,2,28,33.320001,-79.165113,19.76,18.64,26,September,2016
North Island 1,P,T4,2,26,33.320001,-79.165113,19.76,17.89,26,September,2016
North Island 1,P,T4,2,19,33.320001,-79.165113,19.76,19.31,26,September,2016
North Island 1,P,T4,2,23,33.320001,-79.165113,19.76,17.87,26,September,2016
North Island 1,P,T4,2,30,33.320001,-79.165113,19.76,17.35,26,September,2016
North Island 1,P,T4,2,28,33.320001,-79.165113,19.76,18.23,26,September,2016
North Island 1,P,T4,2,26,33.320001,-79.165113,19.76,17.62,26,September,2016
North Island 1,P,T4,2,25,33.320001,-79.165113,19.76,19.11,26,September,2016
North Island 1,P,T4,2,38,33.320001,-79.165113,19.76,16.31,26,September,2016
North Island 1,P,T4,2,32,33.320001,-79.165113,19.76,18.69,26,September,2016
North Island 1,P,T4,2,32,33.320001,-79.165113,19.76,15.21,26,September,2016
North Island 1,P,T4,2,24,33.320001,-79.165113,19.76,18.43,26,September,2016
North Island 1,P,T4,2,29,33.320001,-79.165113,19.76,15.86,26,September,2016
North Island 1,P,T4,2,26,33.320001,-79.165113,19.76,17.25,26,September,2016
North Island 1,P,T4,2,28,33.320001,-79.165113,19.76,16.32,26,September,2016
North Island 1,P,T4,2,20,33.320001,-79.165113,19.76,19.2,26,September,2016
North Island 1,P,T4,2,36,33.320001,-79.165113,19.76,15.36,26,September,2016
North Island 1,P,T4,2,37,33.320001,-79.165113,19.76,15.47,26,September,2016
North Island 1,P,T4,2,42,33.320001,-79.165113,19.76,16.32,26,September,2016
North Island 1,P,T4,2,44,33.320001,-79.165113,19.76,18.14,26,September,2016
North Island 1,P,T4,2,16,33.320001,-79.165113,19.76,19.35,26,September,2016
North Island 1,P,T4,2,33,33.320001,-79.165113,19.76,15.39,26,September,2016
North Island 1,P,T4,2,26,33.320001,-79.165113,19.76,17.23,26,September,2016
North Island 1,P,T4,2,34,33.320001,-79.165113,19.76,16.46,26,September,2016
North Island 1,P,T4,2,22,33.320001,-79.165113,19.76,17.38,26,September,2016
North Island 1,P,T4,2,38,33.320001,-79.165113,19.76,15.69,26,September,2016
North Island 1,P,T4,2,23,33.320001,-79.165113,19.76,17.85,26,September,2016
North Island 1,P,T4,2,34,33.320001,-79.165113,19.76,16.02,26,September,2016
North Island 1,P,T4,2,49,33.320001,-79.165113,19.76,15.21,26,September,2016
North Island 1,P,T4,2,49,33.320001,-79.165113,19.76,16.37,26,September,2016
